Weight (kg),Activity Level (steps),Heart Rate (bpm),Calorie Burn,Temperature (C),Food Intake (calories),Water Intake (ml),Breathing Rate (breaths/min),Barking Frequency,Behaviour Pattern
7.2886,255,109,8.4,27.3,188.8,134.5,21,None,Eating
7.2886,2677,133,79,33.7,0,0,32,None,Walking
7.2886,306,102,11.9,29.2,0,41.1,22,Low,Normal
7.2886,0,111,3,27.1,0,0,20,None,Sleeping
7.2886,302,106,11.8,27.4,0,2.1,23,Low,Normal
7.2886,271,110,9.9,27.8,0,60.9,24,None,Normal
7.2886,0,103,3,25.3,0,0,20,None,Sleeping
7.2886,143,113,7.2,26.5,125.2,56.5,20,None,Eating
7.2886,0,113,1,27.4,0,0,20,None,Sleeping
7.2886,408,110,14.9,26.6,0,65.5,28,Low,Normal
7.2886,783,120,23.8,28.9,0,0,33,Low,Walking
7.2886,528,109,18.4,25.3,0,6.3,22,None,Normal
7.2886,0,107,2,25,0,0,20,None,Sleeping
7.2886,451,109,14.1,27.2,0,12.5,16,None,Normal
7.2886,0,102,3,25.4,0,0,15,None,Sleeping
7.2995,0,110,1,25,0,0,20,None,Sleeping
7.2995,0,109,3,26,0,0,18,None,Sleeping
7.2995,0,101,3,25.6,0,0,20,None,Sleeping
7.2995,0,105,3,27,0,0,16,None,Sleeping
7.2995,0,110,1,26.5,0,0,15,None,Sleeping
7.2995,0,109,1,26.4,0,0,18,None,Sleeping
7.2995,0,103,1,25.8,0,0,18,None,Sleeping
7.2995,0,110,3,26.2,0,0,16,None,Sleeping
7.2995,108,108,4.2,27.4,171.4,138.2,24,None,Eating
7.2995,3043,131,91.8,30.7,0,0,33,None,Walking
7.2995,367,116,12.7,29.1,0,12,18,Low,Normal
7.2995,332,114,12.7,26.9,0,28.2,23,None,Normal
7.2995,226,107,7.6,26,0,29.2,24,Low,Normal
7.2995,580,107,17.9,28,0,54.2,21,Low,Normal
7.2995,202,102,7.9,26.7,0,2.7,25,None,Normal
7.2995,360,113,13.5,29.5,0,6.6,24,None,Normal
7.2995,532,113,18.5,27.3,0,65.2,24,Low,Normal
7.2995,297,109,9.7,26.1,133.8,58.1,19,None,Eating
7.2995,481,110,16,27.3,0,14.1,26,None,Normal
7.2995,578,112,19.9,33.6,0,0,33,High,Walking
7.2995,339,107,10.9,26.8,0,59.4,20,Low,Normal
7.2995,386,117,13.3,27.8,0,6.3,21,None,Normal
7.2995,0,108,1,24.6,0,0,19,None,Sleeping
7.2995,0,113,1,25.8,0,0,16,None,Sleeping
7.3035,0,105,2,25.3,0,0,15,None,Sleeping
7.3035,0,103,3,26.3,0,0,20,None,Sleeping
7.3035,0,107,1,27.5,0,0,20,None,Sleeping
7.3035,0,107,3,25.5,0,0,17,None,Sleeping
7.3035,0,108,3,25.2,0,0,16,None,Sleeping
7.3035,0,109,2,27.1,0,0,16,None,Sleeping
7.3035,0,101,3,25.6,0,0,18,None,Sleeping
7.3035,0,104,2,26.6,0,0,16,None,Sleeping
7.3035,0,109,3,26,0,0,20,None,Sleeping
7.3035,295,111,10.6,28.1,135.2,65.5,19,None,Eating
7.3035,2493,118,73.8,30.8,0,0,27,High,Walking
7.3035,389,115,13.4,27.7,0,48.4,24,None,Normal
7.3035,1297,122,38.9,31.6,0,0,22,High,Playing
7.3035,435,112,13.7,27.9,0,20.4,27,Low,Normal
7.3035,180,108,8.3,25.9,0,8.8,17,None,Normal
7.3035,217,111,7.3,27,0,12.7,25,None,Normal
7.3035,162,104,7.7,28.3,148.6,84.2,20,None,Eating
7.3035,502,123,17.7,31.9,0,0,29,Medium,Playing
7.3035,581,115,20,31.5,0,0,26,Medium,Playing
7.3035,268,110,9.8,25.7,0,2.3,19,Low,Normal
7.3035,2932,118,88.7,35.1,0,0,33,None,Walking
7.3035,0,105,2,25.6,0,0,18,None,Sleeping
7.3035,0,113,1,25.5,0,0,20,None,Sleeping
7.3035,0,104,1,25.5,0,0,20,None,Sleeping
7.2967,0,105,2,26.4,0,0,16,None,Sleeping
7.2967,0,110,2,26.9,0,0,16,None,Sleeping
7.2967,0,103,3,25.9,0,0,16,None,Sleeping
7.2967,0,109,2,26.9,0,0,19,None,Sleeping
7.2967,0,104,2,26.7,0,0,18,None,Sleeping
7.2967,0,103,3,27.2,0,0,16,None,Sleeping
7.2967,0,103,1,26.8,0,0,20,None,Sleeping
7.2967,0,113,1,27.1,0,0,18,None,Sleeping
7.2967,0,107,2,25.1,0,0,17,None,Sleeping
7.2967,0,111,3,24.9,0,0,17,None,Sleeping
7.2967,0,106,2,25.5,0,0,18,None,Sleeping
7.2967,1062,117,32,34.5,0,0,33,Low,Walking
7.2967,0,112,3,25.6,0,0,18,None,Sleeping
7.2967,177,106,6.2,29.1,166.9,75.6,20,None,Eating
7.2967,2257,124,67.9,31.7,0,0,38,Low,Walking
7.2967,1088,128,32.8,30.3,0,0,30,Low,Walking
7.2967,252,114,9.4,27.6,0,52.9,19,None,Normal
7.2967,215,108,7.3,28.5,149.6,132.9,23,None,Eating
7.2967,0,109,1,25.1,0,0,16,None,Sleeping
7.2967,353,116,12.3,26.7,0,46.6,28,None,Normal
7.2967,0,107,2,25.2,0,0,20,None,Sleeping
7.2967,119,108,6.5,27.6,126.4,59.7,24,None,Eating
7.2967,452,115,15.2,26.4,0,32.5,23,None,Normal
7.2967,0,104,3,25.1,0,0,20,None,Sleeping
7.3255,0,108,1,26.5,0,0,20,None,Sleeping
7.3255,0,112,1,25.9,0,0,15,None,Sleeping
7.3255,0,106,3,26.6,0,0,15,None,Sleeping
7.3255,0,104,2,27.3,0,0,15,None,Sleeping
7.3255,0,103,3,25.9,0,0,19,None,Sleeping
7.3255,0,108,2,25.6,0,0,20,None,Sleeping
7.3255,0,106,1,26.4,0,0,16,None,Sleeping
7.3255,0,109,3,25.3,0,0,15,None,Sleeping
7.3255,0,102,3,25.4,0,0,20,None,Sleeping
7.3255,0,102,2,25.1,0,0,19,None,Sleeping
7.3255,1911,111,57,30.9,0,0,27,None,Walking
7.3255,210,112,7.2,26.8,191,127.7,21,None,Eating
7.3255,305,110,9.9,26.8,0,15.7,22,Low,Normal
7.3255,0,110,1,25.1,0,0,17,None,Sleeping
7.3255,461,109,14.5,26.4,0,21.8,22,None,Normal
7.3255,2598,125,79.1,20.8,0,0,38,Medium,Walking
7.3255,1303,138,40.2,18.1,0,0,32,None,Walking
7.3255,0,102,2,19.1,0,0,20,None,Sleeping
7.3255,245,109,10.2,19.3,0,53.5,23,None,Normal
7.3255,289,109,10.5,21.3,206,145.4,24,None,Eating
7.3255,340,109,12,20.9,0,13.5,20,Low,Normal
7.3255,228,106,9.7,22.3,162.8,151.7,23,None,Eating
7.3255,0,112,3,23.2,0,0,15,None,Sleeping
7.3255,0,104,1,25.4,0,0,19,None,Sleeping
7.3621,0,109,2,24.6,0,0,15,None,Sleeping
7.3621,0,109,2,26.7,0,0,16,None,Sleeping
7.3621,0,109,3,24.5,0,0,17,None,Sleeping
7.3621,0,111,3,26.8,0,0,15,None,Sleeping
7.3621,0,104,2,27.5,0,0,17,None,Sleeping
7.3621,0,107,3,27.4,0,0,17,None,Sleeping
7.3621,0,104,3,26.1,0,0,17,None,Sleeping
7.3621,0,108,3,25,0,0,19,None,Sleeping
7.3621,327,110,12.6,26.6,117.3,83.7,17,None,Eating
7.3621,2759,132,82.2,35.1,0,0,29,Medium,Walking
7.3621,556,105,19.4,26.8,0,63.2,26,None,Normal
7.3621,0,106,3,25.6,0,0,16,None,Sleeping
7.3621,0,103,2,25.4,0,0,19,None,Sleeping
7.3621,0,104,1,25.5,0,0,15,None,Sleeping
7.3621,398,110,14.7,28.4,0,31.2,20,None,Normal
7.3621,286,109,10.4,25.9,0,42.4,18,Low,Normal
7.3621,186,113,8.5,26.5,0,47.1,26,Low,Normal
7.3621,178,107,7.2,27.3,116.1,51,22,None,Eating
7.3621,0,105,3,26.2,0,0,16,None,Sleeping
7.3621,1326,137,42,31.7,0,0,34,Low,Walking
7.3621,0,105,2,26.6,0,0,16,None,Sleeping
7.3621,0,108,1,26.4,0,0,18,None,Sleeping
7.3621,0,111,3,26.3,0,0,16,None,Sleeping
7.3621,0,108,3,25.5,0,0,19,None,Sleeping
7.3617,0,113,3,26.8,0,0,15,None,Sleeping
7.3617,0,111,2,26.9,0,0,16,None,Sleeping
7.3617,0,107,3,25.5,0,0,20,None,Sleeping
7.3617,0,109,1,26.6,0,0,19,None,Sleeping
7.3617,0,109,3,25.8,0,0,17,None,Sleeping
7.3617,0,107,3,26.9,0,0,16,None,Sleeping
7.3617,0,113,2,27.1,0,0,18,None,Sleeping
7.3617,0,108,1,27.2,0,0,17,None,Sleeping
7.3617,0,110,3,26.6,0,0,16,None,Sleeping
7.3617,152,108,5.5,28.7,161.2,129.5,21,None,Eating
7.3617,1942,136,60.2,33.7,0,0,26,High,Walking
7.3617,267,113,10.9,25.6,0,57.7,21,Low,Normal
7.3617,358,110,13.5,26.8,0,35.5,17,Low,Normal
7.3617,0,103,2,26.6,0,0,20,None,Sleeping
7.3617,315,115,12.3,26.3,0,30.4,19,Low,Normal
7.3617,519,138,18.3,30.4,0,0,29,Low,Playing
7.3617,137,111,7,26.8,139.6,107.8,21,None,Eating
7.3617,0,108,3,25,0,0,16,None,Sleeping
7.3617,0,106,3,25.5,0,0,18,None,Sleeping
7.3617,1282,129,39.8,32.5,0,0,37,High,Walking
7.3617,401,109,14.8,27.9,0,16.9,23,None,Normal
7.3617,1051,120,31.9,29.1,0,0,32,Low,Playing
7.3617,0,112,3,26,0,0,16,None,Sleeping
7.3617,0,111,1,26.4,0,0,19,None,Sleeping
7.3687,0,103,3,27.1,0,0,17,None,Sleeping
7.3687,0,107,3,25.3,0,0,19,None,Sleeping
7.3687,0,106,2,27.2,0,0,18,None,Sleeping
7.3687,0,107,1,26.1,0,0,17,None,Sleeping
7.3687,0,103,3,25.6,0,0,19,None,Sleeping
7.3687,0,112,1,26.6,0,0,20,None,Sleeping
7.3687,0,111,3,27.1,0,0,15,None,Sleeping
7.3687,194,110,7.7,28.2,193.5,88.5,21,None,Eating
7.3687,2357,128,72.5,31.9,0,0,35,High,Walking
7.3687,256,110,8.5,28.7,0,40.3,22,None,Normal
7.3687,0,107,1,26.9,0,0,17,None,Sleeping
7.3687,382,116,13.3,25.2,0,34,24,None,Normal
7.3687,388,115,12.4,26.1,0,31.1,20,Low,Normal
7.3687,376,108,13.1,26.7,0,60.9,22,Low,Normal
7.3687,197,111,6.8,28.3,0,48.2,22,None,Normal
7.3687,0,112,3,25.6,0,0,17,None,Sleeping
7.3687,0,108,1,25.7,0,0,17,None,Sleeping
7.3687,295,111,10.7,28.7,118.7,57.3,24,None,Eating
7.3687,952,126,29.1,31.3,0,0,27,Low,Playing
7.3687,2729,121,83.4,31.4,0,0,35,None,Walking
7.3687,0,110,1,26.3,0,0,19,None,Sleeping
7.3687,1125,127,34.2,28.7,0,0,28,Medium,Playing
7.3687,0,108,3,26.4,0,0,20,None,Sleeping
7.3687,0,102,1,26.3,0,0,17,None,Sleeping
7.368,0,109,2,25.3,0,0,17,None,Sleeping
7.368,0,108,3,26.9,0,0,18,None,Sleeping
7.368,0,112,1,24.9,0,0,19,None,Sleeping
7.368,0,108,1,26.5,0,0,18,None,Sleeping
7.368,0,104,1,25.4,0,0,18,None,Sleeping
7.368,0,103,1,24.8,0,0,17,None,Sleeping
7.368,0,106,3,27.1,0,0,18,None,Sleeping
7.368,0,109,1,24.7,0,0,17,None,Sleeping
7.368,322,115,12.5,26.7,123.4,66.2,24,None,Eating
7.368,1119,129,36,32.9,0,0,40,High,Walking
7.368,0,110,1,25.7,0,0,17,None,Sleeping
7.368,461,112,14.6,25.6,0,59.8,20,Low,Normal
7.368,0,103,3,25.9,0,0,20,None,Sleeping
7.368,727,130,23.4,31.1,0,0,26,Medium,Playing
7.368,318,112,10.4,27.1,0,7.5,24,None,Normal
7.368,557,120,17.4,30.3,0,0,32,Medium,Playing
7.368,411,109,15.1,26.6,0,49.1,21,Low,Normal
7.368,189,106,7.6,28.2,132.4,121.6,18,None,Eating
7.368,477,111,17.1,26.3,0,63.4,21,None,Normal
7.368,1615,128,50.6,29.9,0,0,24,Low,Walking
7.368,389,112,14.5,27.8,0,14.1,25,None,Normal
7.368,555,113,18.4,27.3,0,20.8,23,Low,Normal
7.368,541,116,18.9,27.9,0,10.4,22,Low,Normal
7.368,0,108,1,26.5,0,0,15,None,Sleeping
7.3655,0,108,2,25.6,0,0,15,None,Sleeping
7.3655,0,104,3,26.6,0,0,18,None,Sleeping
7.3655,0,110,3,25.1,0,0,15,None,Sleeping
7.3655,0,105,1,26.6,0,0,18,None,Sleeping
7.3655,0,106,3,25.3,0,0,16,None,Sleeping
7.3655,0,110,2,24.7,0,0,17,None,Sleeping
7.3655,0,106,1,27.1,0,0,19,None,Sleeping
7.3655,344,116,13.1,27.6,188.4,67.7,20,None,Eating
7.3655,778,115,23.9,32.2,0,0,31,None,Walking
7.3655,271,106,10,26.7,0,41.8,25,Low,Normal
7.3655,1452,136,44.8,30.3,0,0,32,High,Playing
7.3655,311,108,12.2,27.3,0,30.3,20,Low,Normal
7.3655,381,107,14.2,26.7,0,59.2,24,None,Normal
7.3655,444,111,14.1,26.2,0,11.5,22,Low,Normal
7.3655,0,104,1,27,0,0,20,None,Sleeping
7.3655,284,104,10.4,27.8,0,62,22,None,Normal
7.3655,268,107,9.9,27.3,164.1,52.4,27,None,Eating
7.3655,0,106,3,25,0,0,19,None,Sleeping
7.3655,0,110,2,26.4,0,0,19,None,Sleeping
7.3655,2295,126,68.6,30.2,0,0,33,None,Walking
7.3655,282,109,9.3,26.5,0,61.5,24,None,Normal
7.3655,0,110,3,24.8,0,0,16,None,Sleeping
7.3655,0,103,2,26.1,0,0,19,None,Sleeping
7.3655,0,105,3,26.7,0,0,18,None,Sleeping
7.3776,0,105,1,26.2,0,0,20,None,Sleeping
7.3776,0,110,3,25.5,0,0,18,None,Sleeping
7.3776,0,112,3,25.8,0,0,15,None,Sleeping
7.3776,0,110,1,24.7,0,0,18,None,Sleeping
7.3776,0,103,3,25.3,0,0,17,None,Sleeping
7.3776,0,109,1,25.5,0,0,15,None,Sleeping
7.3776,0,103,2,24.5,0,0,18,None,Sleeping
7.3776,0,106,3,26.8,0,0,15,None,Sleeping
7.3776,0,112,1,25.8,0,0,16,None,Sleeping
7.3776,0,107,3,25.8,0,0,15,None,Sleeping
7.3776,0,106,1,26.6,0,0,19,None,Sleeping
7.3776,2973,113,89.7,31.4,0,0,29,Low,Walking
7.3776,208,112,9.1,26.5,151.6,33.5,25,None,Eating
7.3776,400,114,13.8,25.4,0,16.9,26,Low,Normal
7.3776,0,111,2,24.6,0,0,19,None,Sleeping
7.3776,3204,114,95.6,31.1,0,0,27,Low,Walking
7.3776,2363,118,72.7,34.3,0,0,26,High,Walking
7.3776,2967,120,88.6,33,0,0,38,Low,Walking
7.3776,0,110,2,26.6,0,0,18,None,Sleeping
7.3776,99,112,4.9,27,182.5,143.7,22,None,Eating
7.3776,381,110,14.2,26.3,0,35.9,22,Low,Normal
7.3776,555,110,18.4,29,0,33.6,17,None,Normal
7.3776,321,111,11.5,27.8,0,49.3,24,Low,Normal
7.3776,0,110,1,26.8,0,0,15,None,Sleeping
7.3631,0,105,3,26.8,0,0,17,None,Sleeping
7.3631,0,103,3,25.1,0,0,15,None,Sleeping
7.3631,0,104,1,25,0,0,20,None,Sleeping
7.3631,0,110,2,27.1,0,0,16,None,Sleeping
7.3631,0,105,1,27.4,0,0,15,None,Sleeping
7.3631,0,107,3,25.9,0,0,19,None,Sleeping
7.3631,0,112,2,25.6,0,0,18,None,Sleeping
7.3631,0,111,1,26.5,0,0,16,None,Sleeping
7.3631,0,102,1,25.9,0,0,20,None,Sleeping
7.3631,0,101,2,25.8,0,0,20,None,Sleeping
7.3631,0,101,3,25.6,0,0,18,None,Sleeping
7.3631,817,122,26.1,35,0,0,34,Low,Walking
7.3631,282,105,11.3,26,0,41.4,25,Low,Normal
7.3631,295,107,10.7,26.3,183.8,150.4,21,None,Eating
7.3631,2196,125,65.7,34.3,0,0,31,None,Walking
7.3631,2659,129,79.3,32.2,0,0,40,High,Walking
7.3631,709,112,22.9,31.8,0,0,28,None,Walking
7.3631,0,103,1,26.8,0,0,15,None,Sleeping
7.3631,249,108,8.3,26.6,171.9,84.9,24,None,Eating
7.3631,1741,127,53.3,30.1,0,0,33,High,Playing
7.3631,342,113,12.1,25.8,0,39.2,23,Low,Normal
7.3631,349,114,12.3,26.6,0,19.2,19,None,Normal
7.3631,0,107,1,25,0,0,17,None,Sleeping
7.3631,446,109,15.1,27.7,0,8.4,24,None,Normal
7.365,0,113,1,24.6,0,0,18,None,Sleeping
7.365,0,111,1,25.5,0,0,20,None,Sleeping
7.365,0,108,2,26,0,0,18,None,Sleeping
7.365,0,105,1,27.1,0,0,20,None,Sleeping
7.365,0,106,1,24.9,0,0,18,None,Sleeping
7.365,0,106,1,25.6,0,0,18,None,Sleeping
7.365,0,102,3,25.9,0,0,15,None,Sleeping
7.365,242,104,10.1,25.3,128.2,92.6,24,None,Eating
7.365,1444,123,43.5,31.4,0,0,30,Medium,Walking
7.365,337,110,10.9,27.6,0,35.3,21,None,Normal
7.365,225,107,9.6,26.6,0,53.4,19,Low,Normal
7.365,1466,131,44.2,28.7,0,0,32,Medium,Playing
7.365,1313,133,41.7,30.4,0,0,31,High,Playing
7.365,614,125,20.1,28.7,0,0,36,High,Playing
7.365,363,110,12.7,27.6,0,26.8,21,Low,Normal
7.365,307,102,12,26,0,5.6,19,None,Normal
7.365,309,114,12.1,26,141.3,103.7,17,None,Eating
7.365,156,117,7.6,27,0,40.6,26,Low,Normal
7.365,1497,129,47.1,30.9,0,0,30,Low,Playing
7.365,799,127,25.5,30.2,0,0,36,High,Walking
7.365,560,106,17.5,25.5,0,57.2,27,Low,Normal
7.365,0,105,3,27.4,0,0,20,None,Sleeping
7.365,984,134,31,30.4,0,0,35,Low,Playing
7.365,0,101,2,24.6,0,0,18,None,Sleeping
7.3532,0,111,1,27,0,0,20,None,Sleeping
7.3532,0,109,2,27.4,0,0,15,None,Sleeping
7.3532,0,104,3,24.8,0,0,18,None,Sleeping
7.3532,0,110,2,26.8,0,0,15,None,Sleeping
7.3532,0,110,3,25.2,0,0,18,None,Sleeping
7.3532,0,110,3,25.7,0,0,18,None,Sleeping
7.3532,0,108,3,26,0,0,17,None,Sleeping
7.3532,0,103,3,25.7,0,0,20,None,Sleeping
7.3532,0,104,2,24.6,0,0,18,None,Sleeping
7.3532,180,113,8.3,28,119.7,136,19,None,Eating
7.3532,2319,125,71.2,28.9,0,0,31,None,Walking
7.3532,1066,130,34.4,29.3,0,0,27,Low,Playing
7.3532,451,116,16.3,29.3,0,61.8,26,None,Normal
7.3532,416,106,13.2,26.8,0,6.2,22,None,Normal
7.3532,1494,120,44.9,30.2,0,0,31,High,Playing
7.3532,0,111,2,26.9,0,0,20,None,Sleeping
7.3532,521,117,16.3,28.5,0,23.7,28,None,Normal
7.3532,188,109,8.5,27.7,139.3,52.3,24,None,Eating
7.3532,942,134,28.7,30.4,0,0,28,High,Playing
7.3532,2100,127,62.8,31,0,0,38,None,Walking
7.3532,440,105,13.9,25.6,0,13.7,22,None,Normal
7.3532,0,111,3,27.2,0,0,19,None,Sleeping
7.3532,0,109,3,26.1,0,0,19,None,Sleeping
7.3532,0,111,2,24.7,0,0,16,None,Sleeping
7.3413,0,108,2,25,0,0,17,None,Sleeping
7.3413,0,104,1,27.3,0,0,19,None,Sleeping
7.3413,0,113,1,24.6,0,0,17,None,Sleeping
7.3413,0,109,3,24.7,0,0,17,None,Sleeping
7.3413,0,105,2,26.1,0,0,16,None,Sleeping
7.3413,0,102,1,26.4,0,0,20,None,Sleeping
7.3413,0,107,2,25.6,0,0,15,None,Sleeping
7.3413,0,106,3,27,0,0,18,None,Sleeping
7.3413,112,108,5.3,24.8,182.1,50.2,22,None,Eating
7.3413,2831,123,86.1,34.4,0,0,33,Low,Walking
7.3413,418,108,15.3,25.6,0,10.4,23,Low,Normal
7.3413,0,104,1,26.6,0,0,18,None,Sleeping
7.3413,410,115,15,28.6,0,5.1,19,Low,Normal
7.3413,1448,135,43.5,28,0,0,33,High,Playing
7.3413,0,110,2,25.4,0,0,19,None,Sleeping
7.3413,189,106,7.6,25.9,0,61.9,17,None,Normal
7.3413,177,113,6.2,28.3,156.1,135.8,26,None,Eating
7.3413,456,106,15.4,28.2,0,14,23,None,Normal
7.3413,0,107,1,25.2,0,0,20,None,Sleeping
7.3413,1872,134,58,35.1,0,0,26,Low,Walking
7.3413,346,109,13.2,25.5,0,40.8,21,None,Normal
7.3413,0,108,3,24.9,0,0,18,None,Sleeping
7.3413,0,110,2,25,0,0,19,None,Sleeping
7.3413,0,103,1,25.9,0,0,15,None,Sleeping
7.3475,0,106,2,25.7,0,0,19,None,Sleeping
7.3475,0,109,1,27.3,0,0,16,None,Sleeping
7.3475,0,105,3,25.6,0,0,17,None,Sleeping
7.3475,0,110,2,25.4,0,0,19,None,Sleeping
7.3475,0,109,2,25.1,0,0,17,None,Sleeping
7.3475,0,103,1,26.1,0,0,15,None,Sleeping
7.3475,0,104,2,27.5,0,0,20,None,Sleeping
7.3475,0,107,2,26.7,0,0,18,None,Sleeping
7.3475,0,107,1,24.8,0,0,19,None,Sleeping
7.3475,350,114,12.3,28.9,178.8,128.1,19,None,Eating
7.3475,3002,115,89.2,32.6,0,0,34,Medium,Walking
7.3475,357,103,13.5,29.2,0,49.6,19,None,Normal
7.3475,401,105,12.8,24.7,0,0.2,20,None,Normal
7.3475,390,106,12.5,29.5,0,4.7,26,None,Normal
7.3475,0,106,2,24.6,0,0,19,None,Sleeping
7.3475,555,111,17.3,26.1,0,41.3,26,None,Normal
7.3475,366,111,11.8,26.5,0,6.5,23,Low,Normal
7.3475,173,116,7.1,27.2,203.9,155.3,26,None,Eating
7.3475,0,108,3,26.1,0,0,19,None,Sleeping
7.3475,890,122,28.2,33.9,0,0,30,Medium,Walking
7.3475,373,111,12,27.2,0,58,17,None,Normal
7.3475,0,103,3,26.7,0,0,18,None,Sleeping
7.3475,0,106,3,26.5,0,0,15,None,Sleeping
7.3475,0,107,1,24.9,0,0,20,None,Sleeping
7.3654,0,111,3,26,0,0,19,None,Sleeping
7.3654,0,113,1,25,0,0,17,None,Sleeping
7.3654,0,108,3,26.1,0,0,17,None,Sleeping
7.3654,0,109,3,26.5,0,0,15,None,Sleeping
7.3654,0,109,1,24.8,0,0,18,None,Sleeping
7.3654,0,111,1,26.2,0,0,15,None,Sleeping
7.3654,0,110,1,26.1,0,0,15,None,Sleeping
7.3654,0,104,3,26.3,0,0,16,None,Sleeping
7.3654,240,109,8.1,27.6,156,72,21,None,Eating
7.3654,2649,123,81,29.7,0,0,35,Medium,Walking
7.3654,424,106,13.5,27.4,0,64.2,23,None,Normal
7.3654,179,104,7.3,27.4,0,24.8,19,None,Normal
7.3654,0,108,1,25.6,0,0,20,None,Sleeping
7.3654,239,115,8,28,0,62.3,25,Low,Normal
7.3654,0,108,3,25.5,0,0,15,None,Sleeping
7.3654,159,110,7.7,28,0,8.1,21,None,Normal
7.3654,368,107,12.8,26,117.7,150.8,25,None,Eating
7.3654,392,115,14.5,26.9,0,16.2,20,None,Normal
7.3654,0,111,1,24.6,0,0,16,None,Sleeping
7.3654,0,111,2,27,0,0,17,None,Sleeping
7.3654,1491,137,44.9,30,0,0,34,Medium,Walking
7.3654,296,107,10.7,28,0,22.2,19,Low,Normal
7.3654,0,105,1,25.1,0,0,20,None,Sleeping
7.3654,0,105,2,25.7,0,0,15,None,Sleeping
7.3705,0,103,1,25.8,0,0,16,None,Sleeping
7.3705,0,105,1,26.7,0,0,15,None,Sleeping
7.3705,0,104,1,27.3,0,0,19,None,Sleeping
7.3705,0,101,3,27.1,0,0,17,None,Sleeping
7.3705,0,109,2,24.9,0,0,18,None,Sleeping
7.3705,0,103,3,27.2,0,0,17,None,Sleeping
7.3705,0,103,1,25.4,0,0,19,None,Sleeping
7.3705,0,103,1,27.1,0,0,19,None,Sleeping
7.3705,0,103,2,25.4,0,0,16,None,Sleeping
7.3705,0,105,1,27.1,0,0,20,None,Sleeping
7.3705,0,110,1,25,0,0,19,None,Sleeping
7.3705,775,130,23.8,33,0,0,26,Low,Walking
7.3705,522,105,17.4,26.2,0,31.8,17,None,Normal
7.3705,215,110,8.3,26.9,146.8,64.8,27,None,Eating
7.3705,2733,126,82.6,34.2,0,0,29,Medium,Walking
7.3705,2166,117,65.9,33,0,0,33,Medium,Walking
7.3705,2288,126,70.5,33.1,0,0,28,High,Walking
7.3705,327,116,12.6,28,0,39.8,23,Low,Normal
7.3705,92,105,4.7,26.6,119.2,144.5,23,None,Eating
7.3705,267,102,8.9,25.9,0,7.4,20,None,Normal
7.3705,461,115,14.6,25.9,0,9.4,19,None,Normal
7.3705,166,107,7.9,28.3,156.8,111,24,None,Eating
7.3705,404,109,13.9,24.6,0,60.4,20,Low,Normal
7.3705,0,105,3,26.8,0,0,19,None,Sleeping
7.3799,0,108,2,24.6,0,0,16,None,Sleeping
7.3799,0,112,1,25.9,0,0,20,None,Sleeping
7.3799,0,103,1,25.7,0,0,19,None,Sleeping
7.3799,0,104,3,24.6,0,0,18,None,Sleeping
7.3799,0,104,2,26.7,0,0,15,None,Sleeping
7.3799,0,106,2,27.3,0,0,16,None,Sleeping
7.3799,0,110,3,25.6,0,0,20,None,Sleeping
7.3799,0,105,1,24.9,0,0,19,None,Sleeping
7.3799,0,111,1,26.1,0,0,16,None,Sleeping
7.3799,2977,116,88.9,29.9,0,0,26,High,Walking
7.3799,94,108,5.8,27.3,205,84.7,24,None,Eating
7.3799,487,103,17.4,26.8,0,35.2,19,Low,Normal
7.3799,0,102,2,26.9,0,0,16,None,Sleeping
7.3799,419,105,13.4,25.3,0,63.6,21,Low,Normal
7.3799,1906,133,57.3,32.4,0,0,31,High,Walking
7.3799,1159,121,37.2,32.5,0,0,34,None,Walking
7.3799,424,110,14.5,26.5,0,55.2,25,Low,Normal
7.3799,425,103,14.5,27,0,31.2,16,Low,Normal
7.3799,242,110,9.1,27.7,180.4,65,24,None,Eating
7.3799,184,111,7.4,26.3,0,37.6,23,None,Normal
7.3799,275,114,11.1,27.9,0,15.2,22,Low,Normal
7.3799,405,112,14,27.1,0,49.7,23,None,Normal
7.3799,1223,122,37.1,29.5,0,0,25,Low,Playing
7.3799,159,107,5.7,28.5,0,63.5,24,Low,Normal
7.3843,0,109,1,26.6,0,0,17,None,Sleeping
7.3843,0,102,1,25.6,0,0,18,None,Sleeping
7.3843,0,102,1,27.1,0,0,19,None,Sleeping
7.3843,0,102,1,26.3,0,0,18,None,Sleeping
7.3843,0,105,3,25.9,0,0,19,None,Sleeping
7.3843,0,108,2,26.8,0,0,18,None,Sleeping
7.3843,0,104,1,25.2,0,0,19,None,Sleeping
7.3843,132,107,5.9,28.3,141.7,77.8,19,None,Eating
7.3843,2624,130,78.5,29.8,0,0,30,None,Walking
7.3843,304,108,10,27.2,0,65.4,21,None,Normal
7.3843,361,115,13.7,26.4,0,55.8,25,Low,Normal
7.3843,1340,122,42.6,29.8,0,0,30,Medium,Playing
7.3843,0,111,1,25.9,0,0,18,None,Sleeping
7.3843,490,104,15.5,26.8,0,50.1,25,None,Normal
7.3843,0,112,3,26.6,0,0,17,None,Sleeping
7.3843,1277,126,38.7,28,0,0,28,High,Playing
7.3843,138,105,7.1,29.2,142,160.8,23,None,Eating
7.3843,441,107,14,27.8,0,8.7,20,Low,Normal
7.3843,726,114,22.4,30.8,0,0,23,Medium,Playing
7.3843,1663,127,51.1,30.7,0,0,34,None,Walking
7.3843,455,104,16.4,25.4,0,38.9,22,None,Normal
